id accelx accely accelz gyrox gyroy gyroz magnx magny magnz accel2x accel2y accel2z flightstatus errors ts rssi snr frequencyError
13969 117 -2 3 -5332 -2456 4128 -476 108 294 -1218 3918 -1014 LIFTOFF GPS 1941828 -97 1 -8162
13970 -58 15 -20 -268 -2171 3388 -463 95 264 592 -1085 -274 LIFTOFF GPS 1941928 -108 -5 -8195
13971 11 7 -7 3401 -1387 2538 -453 71 259 605 479 -408 LAUNCHPAD GPS 1942027 -93 4 -8195
13972 10 -19 -1 3415 -607 4905 -427 34 249 -204 -437 -245 LAUNCHPAD GPS 1942128 -93 4 -8195
13973 9 -20 -5 1222 155 3426 -418 14 272 -1204 -936 -331 LAUNCHPAD GPS 1942228 -90 6 -8195
13974 37 -18 -14 -1912 1148 3735 -402 -5 271 -443 -1784 -269 LIFTOFF GPS 1942327 -91 6 -8229
13975 -28 -6 0 -3199 1305 6768 -365 -30 257 -101 444 -314 LIFTOFF GPS 1942427 -91 5 -8212
13976 11 15 -2 -2495 84 7903 -324 -54 235 317 -527 -412 LAUNCHPAD GPS 1942528 -96 4 -8195
13977 11 -4 -3 -586 -1635 7242 -269 -58 223 -52 81 -486 LAUNCHPAD GPS 1942627 -93 4 -8212
13978 44 0 -4 1148 -2215 7553 -215 -58 213 -1815 -180 -198 LIFTOFF GPS 1942728 -105 -2 -8212
13979 -16 8 -8 1263 -1422 6939 -153 -76 233 19 349 -538 LAUNCHPAD GPS 1942828 -104 -2 -8212
13980 -15 2 -8 854 654 6683 -108 -48 240 -201 -388 -281 LAUNCHPAD GPS 1942927 -99 0 -8212
13981 4 -2 -7 108 1793 4267 -70 -33 237 26 56 -517 LAUNCHPAD GPS 1943027 -105 -2 -8195
13982 -1 -3 -4 -888 1164 -342 -46 -15 218 -395 247 -485 LAUNCHPAD GPS 1943128 -95 4 -8212
13983 0 1 -6 -2264 -107 -4682 -60 -14 202 -54 47 -374 LAUNCHPAD GPS 1943227 -99 0 -8212
13984 0 2 -4 -1665 -1340 -7748 -116 -30 199 77 -44 -415 LAUNCHPAD GPS 1943327 -90 6 -8212
13985 -4 0 -12 -553 -955 -8932 -160 -48 199 260 132 -484 LAUNCHPAD GPS 1943427 -86 6 -8229
13986 -4 -7 -5 -353 633 -12409 -237 -46 194 -150 182 -357 LAUNCHPAD GPS 1943527 -86 6 -8229
13987 -1 1 -6 -1343 1059 -13958 -333 -18 198 -115 38 -498 LAUNCHPAD GPS 1943628 -89 7 -8229
13988 1 15 -12 -1475 386 -12799 -413 38 179 -130 55 -451 LAUNCHPAD GPS 1943727 -92 5 -8229
13989 -5 1 -5 422 49 -12633 -461 116 181 -24 6 -528 LAUNCHPAD GPS 1943828 -92 4 -8279
13990 2 -4 -2 1289 692 -13717 -481 195 188 310 -391 -512 LAUNCHPAD GPS 1943927 -91 6 -8229
13991 -2 4 -1 861 1062 -15158 -472 315 187 -134 -322 -439 LAUNCHPAD GPS 1944027 -89 6 -8229
13992 1 1 -7 213 192 -17882 -384 425 186 532 -135 -376 LAUNCHPAD GPS 1944127 -96 3 -8246
13993 -19 -55 -6 1560 -362 -18981 -283 489 179 -632 2298 -361 LIFTOFF GPS 1944228 -88 7 -8229
13994 -3 45 -9 1404 63 -13912 -151 493 158 891 953 -409 LIFTOFF GPS 1944327 -89 7 -8246
13995 0 16 -2 1026 728 -14569 -44 460 134 -903 674 -500 LAUNCHPAD GPS 1944428 -92 5 -8246
13996 5 -16 -2 -252 124 -13642 25 388 125 -390 -380 -528 LAUNCHPAD GPS 1944527 -91 5 -8246
13997 15 -10 0 -60 -121 -7660 49 323 129 -1176 34 -355 LAUNCHPAD GPS 1944627 -90 6 -8246
13998 3 -31 -8 56 31 -6953 61 274 129 -661 6 -582 LIFTOFF GPS 1944728 -90 6 -8229
13999 -1 7 -8 -423 320 -7128 62 231 132 -69 145 -474 LAUNCHPAD GPS 1944827 -90 6 -8246
14000 -7 -14 -6 -161 783 -5407 46 184 133 -507 -676 -416 LAUNCHPAD GPS 1944927 -90 7 -8262
14001 -7 -5 -7 -463 959 -6654 29 133 134 -812 -791 -376 LAUNCHPAD GPS 1945027 -91 6 -8246
14002 -12 26 1 -749 453 -5554 21 104 129 572 -410 -318 LAUNCHPAD GPS 1945128 -93 4 -8246
14003 5 -4 -12 -408 -48 -5277 -6 69 119 -1152 -275 -431 LAUNCHPAD GPS 1945227 -96 3 -8262
14004 -14 50 -1 -836 -106 -3661 -28 44 123 -1449 293 -427 LIFTOFF GPS 1945328 -96 2 -8262
14005 16 14 -12 -110 268 -4515 -47 17 122 -305 442 -682 LAUNCHPAD GPS 1945428 -98 2 -8246
14006 -7 -14 -9 14 705 -5923 -78 6 119 1033 -461 -555 LAUNCHPAD GPS 1945527 -93 4 -8262
14007 -24 -47 -5 34 488 -5394 -110 -10 120 909 608 -502 LIFTOFF GPS 1945627 -92 5 -8279
14008 -1 0 -12 -367 -317 -4786 -140 -31 123 820 344 -468 LAUNCHPAD GPS 1945728 -90 7 -8246
14009 5 -16 -4 -576 -750 -6583 -175 -19 122 188 427 -493 LAUNCHPAD GPS 1945827 -89 7 -8262
14010 8 22 -14 -76 -535 -5296 -211 -40 119 -1140 -23 -566 LAUNCHPAD GPS 1945927 -88 7 -8262
14011 1 2 -11 186 247 -5403 -240 -29 133 609 115 -399 LAUNCHPAD GPS 1946028 -91 7 -8279
14012 -4 -13 -16 190 541 -4594 -269 -29 128 72 99 -418 LAUNCHPAD GPS 1946127 -90 6 -8262
14013 1 -17 -14 -691 -397 -4581 -292 -15 125 200 143 -687 LAUNCHPAD GPS 1946228 -90 6 -8279
14014 9 -1 -19 -1278 -1652 -5245 -321 3 119 467 390 -726 LAUNCHPAD GPS 1946328 -90 7 -8262
14015 -11 12 -9 -389 -1537 -6672 -344 19 109 -308 274 -674 LAUNCHPAD GPS 1946427 -92 5 -8262
14016 -4 -13 -11 716 643 -5123 -383 51 94 80 291 -443 LAUNCHPAD GPS 1946527 -95 4 -8296
14017 2 -6 -16 -2 1620 -4464 -395 77 116 -238 535 -584 LAUNCHPAD GPS 1946627 -98 0 -8296
14018 -2 3 -8 -483 143 -4290 -413 91 116 -59 -106 -660 LAUNCHPAD GPS 1946727 -115 -10 -8296
14019 4 16 -1 61 -1802 -7352 -425 129 108 319 -27 -762 LAUNCHPAD GPS 1946828 -91 5 -8262
14020 0 2 -14 443 -1585 -11898 -430 195 103 392 71 -636 LAUNCHPAD GPS 1946927 -91 6 -8262
14021 -9 -7 -13 -369 -101 -14775 -426 270 84 -432 496 -755 LAUNCHPAD GPS 1947028 -88 6 -8279
14023 -4 8 -14 -1238 643 -16569 -338 422 90 133 294 -602 LAUNCHPAD GPS 1947227 -91 5 -8833
14024 5 8 -8 326 1028 -16937 -208 481 84 41 -275 -546 LAUNCHPAD GPS 1947327 -88 6 -8279
14026 8 -3 -11 151 1840 -19158 -16 389 56 114 70 -615 LAUNCHPAD GPS 1947527 -92 5 -8849
14027 5 0 -6 350 577 -19645 24 286 69 -675 62 -597 LAUNCHPAD GPS 1947627 -91 6 -8313
14028 4 18 0 1065 934 -24641 3 157 59 -931 -17 -514 LAUNCHPAD GPS 1947728 -91 5 -8296
14029 17 -18 -3 938 345 -26738 -105 29 70 -622 -281 -676 LAUNCHPAD GPS 1947827 -90 7 -8296
14030 0 1 -6 1191 -677 -29077 -278 3 89 -48 -329 -603 LAUNCHPAD GPS 1947928 -95 3 -8296
14031 -13 2 6 1252 -806 -28866 -371 55 83 -332 -237 -408 LAUNCHPAD GPS 1948027 -91 5 -8313
14032 -110 19 -11 1493 411 -26694 -426 257 79 76 -1748 -538 LIFTOFF GPS 1948127 -88 7 -8296
14033 47 -24 -13 1223 -1139 -25152 -336 410 74 1291 141 -661 LIFTOFF GPS 1948227 -88 7 -8329
14034 17 -35 -15 1099 -208 -13785 -216 447 59 -1218 175 -492 LIFTOFF GPS 1948328 -90 6 -8296
14035 6 -27 -1 -664 300 -17023 -130 435 55 1328 1153 -787 LIFTOFF GPS 1948427 -92 5 -8313
14036 -72 27 -42 -565 507 -16777 -53 404 55 1556 2476 -605 LIFTOFF GPS 1948527 -106 -4 -8296
14037 -34 -46 -22 1248 838 -8615 -5 343 42 -315 69 -892 LIFTOFF GPS 1948628 -93 4 -8313
14038 6 -5 -1 428 752 -8487 15 295 47 623 -137 -803 LAUNCHPAD GPS 1948727 -92 5 -8296
14039 -34 11 -19 12 644 -6436 21 244 41 277 624 -858 LIFTOFF GPS 1948828 -95 4 -8313
14040 -5 14 0 -524 -271 -3019 12 221 42 715 331 -457 LAUNCHPAD GPS 1948927 -93 4 -8329
14041 3 -24 -7 -178 -83 -4617 7 195 45 -998 63 -803 LAUNCHPAD GPS 1949027 -105 -2 -8313
14042 8 -8 -7 -366 554 -3512 2 166 50 2040 -474 -1559 LAUNCHPAD GPS 1949127 -97 1 -8313
14043 -3 -1 1 -264 599 -4393 -19 146 46 -127 306 -643 LAUNCHPAD GPS 1949228 -92 4 -8346
14044 -3 -8 -7 267 584 -5646 -29 135 51 812 -136 -547 LAUNCHPAD GPS 1949327 -92 4 -8313
14045 36 -32 -21 881 345 -7474 -56 92 42 -371 -248 -928 LIFTOFF GPS 1949428 -90 6 -8329
14046 3 5 1 -983 -522 -6956 -69 60 47 1097 356 -912 LAUNCHPAD GPS 1949528 -92 4 -8296
14047 -14 11 -9 -717 -528 -8863 -110 50 47 122 326 -393 LAUNCHPAD GPS 1949627 -92 4 -8346
14048 -2 -25 -3 505 436 -11267 -147 27 51 -768 205 -670 LAUNCHPAD GPS 1949727 -88 7 -8329
14049 6 -21 -6 1148 1315 -5605 -201 6 56 -544 120 -762 LAUNCHPAD GPS 1949827 -88 7 -8329
14050 8 3 7 67 1267 3154 -237 9 71 -456 -290 -740 LAUNCHPAD GPS 1949927 -89 6 -8329
14051 19 -4 -9 -1910 538 10332 -206 11 64 111 -677 -953 LAUNCHPAD GPS 1950027 -92 4 -8329
14052 7 -5 -14 -2009 418 15615 -134 35 36 703 -569 -842 LAUNCHPAD GPS 1950127 -96 1 -8363
14053 4 -11 -11 -1537 -594 18005 -57 104 31 907 -453 -915 LAUNCHPAD GPS 1950227 -95 4 -8346
14054 1 4 -10 -1700 -1204 20134 -8 207 16 863 -417 -767 LAUNCHPAD GPS 1950328 -92 4 -8329
14055 -6 3 -5 1 -186 20216 -23 308 32 -1234 115 -516 LAUNCHPAD GPS 1950427 -93 3 -8329
14056 -28 -10 -29 860 -252 19764 -52 384 36 -1169 972 -864 LIFTOFF GPS 1950527 -91 6 -8329
14057 15 44 -5 506 -736 10881 -126 418 28 2123 -106 -865 LIFTOFF GPS 1950627 -89 6 -8329
14058 5 9 -6 -951 1485 6381 -181 419 22 1119 423 -705 LAUNCHPAD GPS 1950727 -90 6 -8329
14059 -34 70 -1 -750 1125 8530 -215 425 35 3095 2715 -148 LIFTOFF GPS 1950827 -92 4 -8329
14060 -33 -24 7 61 -335 6794 -265 418 38 -797 -1915 -547 LIFTOFF GPS 1950928 -92 4 -8346
14061 -3 -4 -4 180 -1083 4341 -279 396 35 1721 1543 -944 LAUNCHPAD GPS 1951027 -95 4 -8329
14062 7 -52 7 155 -93 4840 -292 380 32 1452 435 -646 LIFTOFF GPS 1951127 -92 4 -8363
14063 -13 6 -18 206 684 5492 -324 373 33 377 736 -1072 LAUNCHPAD GPS 1951228 -93 4 -8346
14064 5 -30 -15 696 977 -720 -330 359 32 18 -43 -878 LIFTOFF GPS 1951327 -96 3 -8346
14065 4 36 12 -630 -20 -4401 -330 345 27 -2833 -167 -644 LIFTOFF GPS 1951428 -95 4 -8346
14066 9 2 -14 -657 -692 -8686 -299 401 32 -1362 227 -717 LAUNCHPAD GPS 1951528 -92 4 -8396
14067 -14 7 -8 212 -244 -10393 -242 410 18 -341 165 -659 LAUNCHPAD GPS 1951627 -92 6 -8346
14068 12 -39 -15 794 647 -14246 -188 418 21 513 306 -1197 LIFTOFF GPS 1951727 -93 5 -8363
14069 -5 10 -6 217 416 -12374 -125 411 17 -557 64 -695 LAUNCHPAD GPS 1951828 -108 -4 -8346
14070 -6 7 -20 165 -192 -8915 -78 363 6 -138 277 -885 LAUNCHPAD GPS 1951927 -102 -1 -8346
14071 9 23 -8 347 -382 -7584 -57 344 18 907 404 -611 LAUNCHPAD GPS 1952028 -96 2 -8346
14072 -6 -16 3 419 231 -8488 -29 315 13 618 100 -1065 LAUNCHPAD GPS 1952127 -93 5 -8346
14073 0 -2 19 -553 257 -11407 -24 260 13 2199 306 -868 LAUNCHPAD GPS 1952227 -96 3 -8329
14074 -24 23 -13 -686 -521 -13752 -24 207 16 2567 693 -1063 LIFTOFF GPS 1952328 -104 -1 -8329
14075 19 0 -32 398 -148 -15929 -39 138 13 232 100 -668 LIFTOFF GPS 1952428 -95 4 -8363
14076 20 17 -24 6 578 -13871 -84 76 35 299 148 -905 LIFTOFF GPS 1952527 -92 4 -8363
14077 8 -30 -9 -505 276 -12914 -157 54 23 -47 558 -766 LIFTOFF GPS 1952627 -92 5 -8363
14078 -8 43 -3 -357 -707 -10269 -208 40 23 503 -411 -667 LIFTOFF GPS 1952728 -93 4 -8363
14079 -18 -6 -31 1360 -352 -7065 -244 46 33 -1753 118 -909 LIFTOFF NONE 1952827 -97 2 -8363
14081 4 2 -37 -46 -82 -11635 -322 84 42 1121 268 -1233 LIFTOFF NONE 1953027 -91 5 -8917
14082 -8 -65 -16 121 -637 -10764 -356 129 35 3605 579 -645 LIFTOFF NONE 1953128 -89 7 -8363
14083 -17 61 -10 -330 -351 -12060 -366 163 30 -570 323 -501 LIFTOFF NONE 1953228 -88 7 -8363
14084 -8 -55 -17 948 337 -15814 -374 237 35 171 -103 -1062 LIFTOFF NONE 1953327 -91 5 -8380
14085 -7 18 -3 -24 34 -16580 -348 308 22 -2419 248 -651 LAUNCHPAD NONE 1953427 -92 4 -8346
14086 12 -46 -16 932 -366 -17202 -293 368 21 737 -215 -1198 LIFTOFF NONE 1953527 -92 5 -8363
14087 24 -23 -30 1077 -381 -15362 -231 405 8 1602 -131 -736 LIFTOFF NONE 1953627 -92 4 -8380
14088 -14 0 -19 -194 -220 -13388 -165 402 8 -2062 -100 -740 LAUNCHPAD NONE 1953727 -99 0 -8363
14090 6 1 -2 202 -102 -9377 -65 352 6 -478 8 -840 LAUNCHPAD GPS 1953931 -96 3 -8866
14091 14 -13 -16 278 203 -8998 -49 336 13 879 -47 -1062 LAUNCHPAD GPS 1954028 -95 4 -8363
14092 9 11 -27 382 169 -12963 -32 275 13 527 4 -963 LIFTOFF GPS 1954127 -97 2 -8396
14093 17 13 -21 409 -296 -14054 -25 205 10 -2425 589 -878 LIFTOFF GPS 1954227 -93 4 -8380
14094 -35 11 -20 628 -275 -14386 -61 150 12 -1209 148 -625 LIFTOFF GPS 1954327 -91 5 -8363
14095 14 36 -28 661 342 -15425 -99 84 30 420 -54 -917 LIFTOFF GPS 1954428 -90 6 -8363
14096 14 -32 -14 294 -205 -16689 -174 42 25 716 1314 -934 LIFTOFF GPS 1954527 -90 6 -8363
14097 20 22 -7 250 -681 -12744 -238 36 27 -59 -116 -1156 LIFTOFF GPS 1954628 -95 4 -8380
14098 1 -12 -2 652 15 -15231 -299 60 32 -656 -291 -852 LAUNCHPAD GPS 1954728 -95 4 -8380
14099 -7 -27 5 57 -557 -17739 -356 124 37 39 -322 -400 LAUNCHPAD GPS 1954827 -89 7 -8380
14100 -17 -14 -21 116 -860 -15716 -381 171 30 -2057 392 -905 LIFTOFF GPS 1954928 -90 6 -8363
14101 -3 -11 -9 190 300 -16780 -365 262 23 -674 -169 -457 LAUNCHPAD GPS 1955028 -90 6 -8396
14102 -6 59 -1 -286 -167 -16235 -329 344 16 2642 -307 -936 LIFTOFF GPS 1955127 -88 7 -8380
14103 29 -63 -9 963 37 -13828 -272 381 21 2054 -152 -1143 LIFTOFF GPS 1955227 -89 6 -8363
14104 5 -38 -31 893 84 -16502 -205 398 10 -937 175 -991 LIFTOFF GPS 1955328 -93 5 -8380
14106 21 -49 -11 963 -123 -16739 -69 367 15 2701 361 -1267 LIFTOFF GPS 1955528 -96 3 -8413
14107 7 30 -23 141 -112 -16892 -42 318 6 136 390 -927 LIFTOFF GPS 1955628 -93 4 -8363
14108 7 -39 -47 254 147 -17732 -26 252 11 -1475 257 -866 LIFTOFF GPS 1955727 -93 4 -8380
14109 -25 5 -42 427 -174 -16409 -43 155 12 -3182 366 -913 LIFTOFF GPS 1955827 -92 5 -8380
14110 -29 -15 -18 383 28 -13072 -88 85 21 1537 -564 -846 LIFTOFF GPS 1955928 -91 5 -8380
14111 9 -20 -9 463 23 -14057 -151 58 30 812 107 -763 LAUNCHPAD GPS 1956027 -91 4 -8380
14112 -51 88 -27 -1050 -585 -13015 -211 48 31 -1960 769 -621 LIFTOFF GPS 1956127 -92 4 -8396
14113 3 -37 -10 211 -225 -10830 -261 52 30 1366 147 -899 LIFTOFF GPS 1956227 -97 1 -8380
14115 3 40 -13 10 -290 -8848 -340 97 37 1056 350 -1255 LIFTOFF GPS 1956428 -92 5 -8900
14116 31 -62 -35 1132 -469 -12293 -362 141 23 231 1009 -1079 LIFTOFF GPS 1956527 -88 6 -8380
14117 -5 15 -19 10 -28 -16403 -371 176 37 1026 278 -922 LIFTOFF GPS 1956628 -87 6 -8380
14118 -17 -28 -39 199 -260 -17556 -369 277 15 -1479 424 -1332 LIFTOFF GPS 1956728 -89 7 -8396
14119 7 -76 -9 1629 -717 -17912 -315 356 7 -2484 497 -778 LIFTOFF GPS 1956827 -89 6 -8380
14120 -9 12 -31 288 94 -16305 -237 384 1 -70 -150 -939 LIFTOFF GPS 1956927 -90 7 -8380
14121 -3 -2 -10 -583 -420 -16549 -171 393 5 1249 -391 -934 LAUNCHPAD GPS 1957028 -93 4 -8396
14122 1 -43 -11 204 -319 -11428 -101 378 6 -1843 603 -1347 LIFTOFF GPS 1957127 -98 0 -8396
14123 3 -14 -27 859 788 -9943 -65 355 1 -638 -170 -875 LIFTOFF GPS 1957228 -93 4 -8363
14124 -2 -13 -17 341 508 -11630 -46 290 -10 934 46 -879 LAUNCHPAD GPS 1957328 -93 5 -8380
14125 -12 9 -24 -194 -667 -11329 -33 258 0 -467 329 -1536 LIFTOFF GPS 1957427 -95 4 -8396
14126 29 -84 4 1121 -73 -17923 -26 204 11 -1399 -343 -1287 LIFTOFF GPS 1957528 -95 4 -8380
14127 -2 -66 -2 171 284 -21397 -78 112 11 -4166 356 -400 LIFTOFF GPS 1957627 -92 5 -8396
14128 -14 28 2 126 -440 -18405 -158 63 5 -71 140 -759 LIFTOFF GPS 1957727 -92 5 -8380
14129 1 -14 -11 625 -17 -15342 -228 52 25 -1471 -47 -806 LAUNCHPAD GPS 1957827 -95 4 -8380
14130 -8 -15 1 370 -48 -14149 -283 69 23 1066 8 -1320 LAUNCHPAD GPS 1957928 -103 -1 -8380
14131 0 15 -23 -39 -451 -13126 -336 109 16 -2418 63 -849 LAUNCHPAD GPS 1958027 -91 6 -8396
14132 -13 -60 -17 478 -53 -13837 -357 172 16 -672 -552 -763 LIFTOFF GPS 1958128 -88 7 -8396
14133 -19 27 -11 186 241 -11130 -358 198 20 -267 -68 -1103 LIFTOFF GPS 1958228 -88 5 -8380
14134 -28 0 -26 -130 -228 -12977 -365 270 13 -235 21 -216 LIFTOFF GPS 1958327 -87 6 -8380
14135 -28 -28 -11 293 -797 -14558 -338 324 10 -727 469 -1002 LIFTOFF GPS 1958427 -89 7 -8380
14136 -18 60 13 233 -373 -17010 -254 368 8 -1115 -819 -1118 LIFTOFF GPS 1958528 -89 7 -8396
14138 -5 24 -16 28 16 -16748 -130 374 -5 2643 534 -470 LIFTOFF GPS 1958727 -100 0 -8396
14139 -6 -59 -31 1343 -38 -14091 -73 334 3 1283 104 -723 LIFTOFF GPS 1958828 -92 4 -8396
14140 3 -13 -9 330 -19 -14735 -46 269 2 -891 35 -867 LAUNCHPAD GPS 1958927 -92 4 -8396
14141 2 5 -36 -122 71 -13071 -41 216 5 -2454 37 -1060 LIFTOFF GPS 1959028 -106 -3 -8396
14142 9 20 -32 198 79 -15586 -64 166 -5 -2558 -33 -841 LIFTOFF GPS 1959128 -91 6 -8396
14143 4 -18 -53 450 -229 -17003 -103 106 6 1249 -360 -1381 LIFTOFF GPS 1959227 -87 6 -8380
14144 -7 -45 -35 904 42 -18728 -181 68 20 1520 -630 -399 LIFTOFF GPS 1959327 -91 6 -8396
14145 -4 -52 4 988 -386 -17029 -256 73 22 -993 -351 -1016 LIFTOFF GPS 1959428 -96 3 -8380
14146 -9 -20 -46 792 -447 -16806 -304 105 15 -347 540 -1059 LIFTOFF GPS 1959527 -92 4 -8380
14147 0 -38 -7 121 -53 -12930 -340 142 20 1377 -94 -927 LIFTOFF GPS 1959628 -90 7 -8396
14148 1 24 -1 -541 -382 -15207 -354 207 13 659 337 -1264 LAUNCHPAD GPS 1959727 -89 7 -8380
14149 23 12 -28 595 3 -15335 -352 278 11 -676 572 -1535 LIFTOFF GPS 1959828 -90 6 -8396
14150 -7 14 -38 339 -559 -18513 -312 327 7 882 -14 -1061 LIFTOFF GPS 1959927 -88 7 -8396
14151 -33 48 -23 -291 -816 -16027 -248 367 -7 -732 579 -1531 LIFTOFF GPS 1960027 -88 7 -8380
14152 15 -57 -10 883 250 -17486 -181 380 -17 200 490 -976 LIFTOFF GPS 1960127 -95 4 -8396
14153 -28 -6 -22 -340 14 -17870 -112 364 0 -305 441 -798 LIFTOFF GPS 1960227 -97 1 -8363
14154 1 20 1 113 -782 -14410 -73 323 -3 980 844 -1033 LAUNCHPAD GPS 1960327 -92 5 -8380
14155 7 -32 30 -25 76 -16554 -41 256 -2 -2649 -299 -663 LIFTOFF GPS 1960427 -98 1 -8363
14156 -3 -24 -30 269 618 -17000 -71 163 10 273 379 -1310 LIFTOFF GPS 1960528 -89 6 -8430
14157 21 27 -8 -178 -556 -16610 -111 117 11 -809 -572 -1292 LIFTOFF GPS 1960627 -84 7 -8396
14158 4 -26 -10 450 -16 -17016 -144 83 -1 -2296 391 -803 LIFTOFF GPS 1960728 -87 7 -8363
14159 18 -49 -17 1130 606 -15948 -216 77 11 -440 560 -1421 LIFTOFF GPS 1960827 -89 6 -8380
14160 14 -56 0 616 -15 -14802 -275 85 13 -1696 260 -1000 LIFTOFF GPS 1960927 -92 4 -8380
14162 -20 24 -5 -409 -230 -17926 -344 180 11 2065 -421 -963 LIFTOFF GPS 1961128 -88 6 -8363
14163 -3 52 0 -753 -246 -16548 -353 245 5 -1674 7 -1015 LIFTOFF GPS 1961227 -93 4 -8363
14164 8 -61 -4 1210 135 -18364 -312 316 2 -1463 655 -1318 LIFTOFF GPS 1961327 -92 5 -8380
14165 -13 -25 -5 369 -108 -16762 -265 365 1 928 447 -907 LIFTOFF GPS 1961428 -87 6 -8363
14166 -16 -2 -9 400 -584 -13609 -210 369 -2 805 540 -1146 LAUNCHPAD GPS 1961527 -89 6 -8396
14167 5 -13 16 -225 -519 -14126 -151 364 -12 1423 540 -1096 LAUNCHPAD GPS 1961628 -93 4 -8380
14168 2 68 12 -526 109 -15975 -101 328 -13 -2993 -71 -503 LIFTOFF GPS 1961727 -93 5 -8380
14169 -4 -74 0 949 484 -17518 -62 278 -16 3044 -79 -944 LIFTOFF GPS 1961827 -90 6 -8363
14170 -2 -7 18 240 -291 -16687 -57 207 -13 -3040 824 -747 LAUNCHPAD GPS 1961927 -95 4 -8363
14171 5 -22 -54 679 -254 -18443 -97 150 -2 151 423 -843 LIFTOFF GPS 1962028 -87 6 -8346
14172 -20 24 -3 -370 -74 -16844 -138 102 -7 1606 104 -801 LIFTOFF GPS 1962127 -86 7 -8380
14173 -6 -7 -48 10 -163 -16955 -190 88 -6 -113 126 -1217 LIFTOFF GPS 1962228 -87 6 -8363
14174 10 6 -40 248 -347 -15997 -246 87 0 -3541 534 -749 LIFTOFF GPS 1962328 -91 5 -8363
14175 -37 -16 -34 518 -127 -17933 -299 124 -2 -394 413 -1046 LIFTOFF GPS 1962427 -91 5 -8346
14176 13 5 9 374 -254 -17048 -330 166 17 -961 396 -1006 LAUNCHPAD GPS 1962527 -87 6 -8363
14177 1 -8 -9 324 -174 -20424 -340 245 0 -986 93 -894 LAUNCHPAD GPS 1962627 -95 4 -8363
14178 21 -88 -22 746 230 -17758 -313 302 -8 1146 527 -1448 LIFTOFF GPS 1962727 -90 6 -8380
14179 -4 66 -24 -36 -455 -14866 -253 348 -12 350 523 -1210 LIFTOFF GPS 1962827 -87 6 -8380
14180 1 42 -28 95 11 -16689 -196 365 -26 -1266 155 -1266 LIFTOFF GPS 1962927 -91 5 -8363
14181 5 -128 33 448 -309 -17611 -144 344 -13 2309 485 -1026 LIFTOFF GPS 1963027 -97 2 -8363
14182 -8 -7 -2 -259 -325 -17004 -98 326 -18 -225 66 -1188 LAUNCHPAD GPS 1963128 -95 5 -8363
14183 -32 49 -20 -676 -734 -17659 -55 268 -13 2288 923 -1223 LIFTOFF GPS 1963227 -91 6 -8363
14184 -17 -138 -15 1325 -166 -15965 -60 188 1 -854 -330 -1769 LIFTOFF GPS 1963327 -93 3 -8380
14185 11 -58 -47 634 -460 -14253 -80 135 1 2525 48 -974 LIFTOFF GPS 1963427 -90 6 -8363
14186 -34 130 2 -1237 -472 -15920 -130 95 5 -361 -345 -995 LIFTOFF GPS 1963527 -87 7 -8346
14187 30 57 -24 388 -389 -15634 -197 81 5 -381 -119 -1643 LIFTOFF GPS 1963627 -89 7 -8346
14188 2 -27 -46 1013 -16 -17834 -266 76 12 982 -32 -931 LIFTOFF GPS 1963727 -97 2 -8346
14189 -23 62 -12 -973 -335 -17706 -302 102 10 -3114 115 -1306 LIFTOFF GPS 1963827 -91 5 -8329
14190 -15 -37 -42 1441 -403 -17304 -349 151 13 -2255 -282 -1314 LIFTOFF GPS 1963927 -87 6 -8363
14191 22 -12 -29 721 -91 -19248 -342 252 13 -3817 332 -683 LIFTOFF GPS 1964028 -90 6 -8363
14192 7 -3 -18 406 -188 -17094 -319 323 3 -771 262 -1044 LAUNCHPAD GPS 1964127 -97 2 -8329
14193 -13 6 -22 302 -233 -17449 -261 364 -2 792 670 -1299 LAUNCHPAD GPS 1964228 -90 6 -8363
14194 -20 -25 15 518 -56 -16690 -194 380 -2 204 475 -1153 LIFTOFF GPS 1964328 -93 4 -8346
14195 3 -60 -45 935 -405 -16052 -135 369 -2 1653 489 -1031 LIFTOFF GPS 1964427 -100 0 -8346
14196 -3 40 -12 -102 -523 -18666 -87 324 -15 -1848 161 -561 LIFTOFF GPS 1964527 -95 4 -8346
14197 -15 46 -22 -82 -296 -15520 -65 278 -11 3236 200 -1072 LIFTOFF GPS 1964628 -104 -1 -8346
14198 -46 79 -28 -593 94 -16246 -56 187 0 -2146 609 -798 LIFTOFF GPS 1964727 -108 -4 -8363
14199 -11 -44 -5 523 -90 -16868 -87 124 2 1099 -24 -1174 LIFTOFF GPS 1964828 -97 2 -8363
14200 0 13 -19 256 -495 -14666 -135 89 0 800 450 -556 LAUNCHPAD GPS 1964927 -95 4 -8346
14201 -24 46 -32 -467 -303 -18986 -202 76 7 434 -125 -1000 LIFTOFF GPS 1965027 -104 -1 -8346
14203 -8 -26 -62 431 -115 -18406 -321 135 13 1515 928 -973 LIFTOFF GPS 1965228 -104 -1 -8346
14204 -35 -72 -26 788 224 -17929 -345 203 2 116 345 -1235 LIFTOFF GPS 1965327 -108 -4 -8329
